speciesCode,comName,taxonOrder,familyCode
"fitbar1","Fire-tufted Barbet",10720.0,"megala2"
"fitfru1","Fiery-throated Fruiteater",15872.0,"coting1"
"fithum1","Fiery-throated Hummingbird",4736.0,"trochi1"
"fitmet1","Fire-throated Metaltail",4562.0,"trochi1"
"fitmyz1","Fire-tailed Myzornis",25382.0,"parado1"
"fitsun1","Fire-tailed Sunbird",30507.0,"nectar1"
"flabow2","Flame Bowerbird",17551.0,"ptilon1"
"flabow3","Masked Bowerbird",17550.0,"ptilon1"
"flabul1","Flavescent Bulbul",24696.0,"pycnon4"
"flabul3","Pale-faced Bulbul",24705.0,"pycnon4"
"flafly1","Flammulated Flycatcher",17233.0,"tyrann2"
"flafly2","Flavescent Flycatcher",16844.0,"tyrann2"
"flalar1","Flappet Lark",22515.0,"alaudi1"
"flameb1","flameback sp.",11627.0,"picida1"
"flamec1","Flamecrest",26873.0,"reguli1"
"flamin1","flamingo sp.",6819.0,"phoeni1"
"flaowl","Flammulated Owl",8795.0,"strigi1"
"flapyt1","Flammulated Pygmy-Tyrant",16334.0,"tyrann2"
"flarob1","Flame Robin",21769.0,"petroi2"
"flasun1","Flaming Sunbird",30576.0,"nectar1"
"flatbi1","Rhynchocyclus sp.",16474.0,"tyrann2"
"flatre1","Flammulated Treehunter",15232.0,"furnar2"
"flawar1","Flavescent Warbler",34299.0,"paruli1"
"flbflo2","Buru Flowerpecker",30055.0,"dicaei1"
"flbflo3","Halmahera Flowerpecker",30054.0,"dicaei1"
"flbkin1","Flat-billed Kingfisher",10173.0,"alcedi1"
"flbsun2","Flame-breasted Sunbird",30481.0,"nectar1"
"flbvir1","Flat-billed Vireo",19196.0,"vireon1"
"flcflo2","Yellow-crowned Flowerpecker",29989.0,"dicaei1"
"flcflo3","Flame-crowned Flowerpecker",29990.0,"dicaei1"
"flcman2","Flame-crowned Manakin",15762.0,"piprid1"
"flctan","Flame-colored Tanager",34442.0,"cardin1"
"flctan1","Flame-crested Tanager",34751.0,"thraup2"
"flctan3","Flame-crested x White-shouldered Tanager (hybrid)",34768.0,"thraup2"
"flfbar1","Flame-fronted Barbet",10738.0,"megala2"
"flfshe","Flesh-footed Shearwater",7206.0,"procel3"
"flftan1","Flame-faced Tanager",35106.0,"thraup2"
"flftan2","Flame-faced Tanager (Flame-faced)",35107.0,"thraup2"
"flftan3","Flame-faced Tanager (Yellow-faced)",35110.0,"thraup2"
"flgpig1","Flores Green-Pigeon",2523.0,"columb2"
"flicor1","Flightless Cormorant",7423.0,"phalac1"
"flistd1","Flightless Steamer-Duck",433.0,"anatid1"
"flistd2","Flightless Steamer-Duck (Chiloe form)",434.0,"anatid1"
"flobro1","Flock Bronzewing",2211.0,"columb2"
"flocro1","Flores Crow",21540.0,"corvid1"
"flohae1","Flores Hawk-Eagle",8019.0,"accipi1"
"flojuf1","Sumba Jungle Flycatcher",29080.0,"muscic3"
"flojuf2","Flores Jungle Flycatcher",29079.0,"muscic3"
"flomin1","Flores Minivet",18604.0,"campep2"
"flomon1","Flores Monarch",20892.0,"monarc2"
"flower1","flowerpiercer sp.",35337.0,"thraup2"
"flower2","flowerpecker sp.",30132.0,"dicaei1"
"flowhe1","Flores Heleia",25595.0,"zoster2"
"flrgra1","Fly River Grassbird",23848.0,"locust5"
"flrtan1","Flame-rumped Tanager",34796.0,"thraup2"
"flrtan2","Flame-rumped Tanager (Flame-rumped)",34797.0,"thraup2"
"flrtan3","Flame-rumped Tanager (Lemon-rumped)",34798.0,"thraup2"
"flrtan4","Flame-rumped Tanager (Flame-rumped x Lemon-rumped)",34799.0,"thraup2"
"flsjay","Florida Scrub-Jay",21301.0,"corvid1"
"flsowl1","Flores Scops-Owl",8670.0,"strigi1"
"fltbab1","Flame-templed Babbler",25548.0,"zoster2"
"fltwar1","Flame-throated Warbler",33971.0,"paruli1"
"flufft1","flufftail sp.",5243.0,"saroth1"
"flushe1","Fluttering Shearwater",7235.0,"procel3"
"fluwre1","Flutist Wren",27171.0,"troglo1"
"flycat1","new world flycatcher sp.",17501.0,"tyrann2"
"flystd1","Flying Steamer-Duck",432.0,"anatid1"
"fobsan1","Four-banded Sandgrouse",2905.0,"pteroc1"
"focbus1","Four-colored Bushshrike (Gorgeous)",20160.0,"malaco2"
"focbus2","Four-colored Bushshrike",20159.0,"malaco2"
"focbus3","Four-colored Bushshrike (Four-colored)",20161.0,"malaco2"
"foliag1","foliage-gleaner sp.",15286.0,"furnar2"
"fooant1","Foothill Stipplethroat",13701.0,"thamno3"
"fooela1","Foothill Elaenia",16664.0,"tyrann2"
"fooela2","Foothill Elaenia (Perija)",16666.0,"tyrann2"
"fooela3","Foothill Elaenia (Antioquia)",16665.0,"tyrann2"
"fooela4","Foothill Elaenia (Foothill)",16667.0,"tyrann2"
"foosco1","Foothill Screech-Owl",8842.0,"strigi1"
"foptit1","Forest Penduline-Tit",22300.0,"remizi1"
"forbit1","Forest Bittern",7712.0,"ardeid1"
"forbla1","Forbes's Blackbird",33915.0,"icteri1"
"forcan1","Forest Canary",32390.0,"fringi1"
"fordov1","Lemon Dove (Sao Tome)",1936.0,"columb2"
"forela1","Forest Elaenia",16654.0,"tyrann2"
"forest1","forest-falcon sp.",11959.0,"falcon1"
"forfod1","Forest Fody",30937.0,"plocei1"
"forfra2","Latham's Francolin",1629.0,"phasia1"
"forhon1","Forest Honeyeater",17751.0,"meliph3"
"forkin1","Forest Kingfisher",10124.0,"alcedi1"
"forkta1","forktail sp.",29459.0,"muscic3"
"formag1","Taiwan Blue-Magpie",21402.0,"corvid1"
"formic1","Formicarius sp.",14500.0,"formic2"
"forowl1","Forest Owlet",9123.0,"strigi1"
"forplo1","Forbes's Plover",5844.0,"charad1"
"forpus1","Forpus sp.",13002.0,"psitta3"
"forrai1","Forbes's Forest Rail",5248.0,"saroth1"
"forrav1","Forest Raven",21612.0,"corvid1"
"forrob4","Yellow-breasted Forest Robin",29300.0,"muscic3"
"forrob6","Olive-backed Forest Robin",29295.0,"muscic3"
"forrob7","forest robin sp.",29303.0,"muscic3"
"forrot1","Forest Rock-Thrush (Forest)",29649.0,"muscic3"
"forrot2","Forest Rock-Thrush",29648.0,"muscic3"
"forscr1","Dusky Megapode (Forsten's)",839.0,"megapo1"
"forscr2","Forest Scrub-Robin (Forest)",28949.0,"muscic3"
"forscr3","Forest Scrub-Robin (Huila)",28953.0,"muscic3"
"forswa2","Forest Swallow",24212.0,"hirund2"
"forter","Forster's Tern",6731.0,"larida1"
"forthr1","Forest Thrush",28654.0,"turdid1"
"forwag1","Forest Wagtail",31667.0,"motaci1"
"forwea1","Dark-backed Weaver",30877.0,"plocei1"
"forwoo1","Forest Scimitarbill",9639.0,"phoeni2"
"forwoo2","Forest Scimitarbill (Western)",9640.0,"phoeni2"
"forwoo3","Forest Scimitarbill (Eastern)",9641.0,"phoeni2"
"fospar1","Forty-spotted Pardalote",18231.0,"pardal2"
"fosrob1","Forest Scrub-Robin",28948.0,"muscic3"
"fotdro2","Fork-tailed Drongo (adsimilis Group)",20417.0,"dicrur1"
"fotdro3","Fork-tailed Drongo (Clancey's)",20416.0,"dicrur1"
"fotdro4","Fork-tailed Drongo (Glossy-backed)",20421.0,"dicrur1"
"fotdro5","Fork-tailed Drongo",20415.0,"dicrur1"
"fotfly","Fork-tailed Flycatcher",17494.0,"tyrann2"
"fotfly1","Fork-tailed Flycatcher (savana)",17495.0,"tyrann2"
"fotfly2","Fork-tailed Flycatcher (monachus)",17496.0,"tyrann2"
"fotfly3","Fork-tailed Flycatcher (sanctaemartae)",17497.0,"tyrann2"
"fotfly4","Fork-tailed Flycatcher (circumdatus)",17498.0,"tyrann2"
"fotpyt1","Fork-tailed Pygmy-Tyrant",16382.0,"tyrann2"
"fotsun1","Fork-tailed Sunbird",30563.0,"nectar1"
"fotsun2","Fork-tailed Sunbird (Fork-tailed)",30564.0,"nectar1"
"fotsun3","Fork-tailed Sunbird (Hainan)",30567.0,"nectar1"
"fotswi","Pacific Swift",4127.0,"apodid1"
"fotswi1","fork-tailed swift sp.",4134.0,"apodid1"
"fotwoo1","Fork-tailed Woodnymph",4990.0,"trochi1"
"fowswi1","Forbes-Watson's Swift",4118.0,"apodid1"
"fowthr1","Taiwan Whistling-Thrush",29425.0,"muscic3"
"foxcis1","Foxy Cisticola",23524.0,"cistic2"
"foxkes1","Fox Kestrel",12048.0,"falcon1"
"foxlar1","Fawn-colored Lark (Foxy)",22458.0,"alaudi1"
"foxsp1","Fox Sparrow (Red)",33120.0,"passer3"
"foxsp2","Fox Sparrow (Sooty)",33100.0,"passer3"
"foxsp3","Fox Sparrow (Slate-colored)",33114.0,"passer3"
"foxsp4","Fox Sparrow (Thick-billed)",33108.0,"passer3"
"foxspa","Fox Sparrow",33099.0,"passer3"
"foxspa20","Fox Sparrow (Sooty x Red)",33123.0,"passer3"
"foxwea1","Fox's Weaver",30839.0,"plocei1"
"fraeao1","Fraser's Eagle-Owl",8962.0,"strigi1"
"fragos2","Frances's Sparrowhawk",8179.0,"accipi1"
"fragul","Franklin's Gull",6494.0,"larida1"
"franco1","francolin/spurfowl sp.",1851.0,"phasia1"
"frbtho1","Freckle-breasted Thornbird",15360.0,"furnar2"
"frbwar1","Friendly Bush Warbler",23817.0,"locust5"
"frbwoo1","Freckle-breasted Woodpecker",11326.0,"picida1"
"freduc1","Freckled Duck",375.0,"anatid1"
"frenig1","Freckled Nightjar",3721.0,"caprim2"
"freowl1","Fraser's Eagle-Owl (Western)",8963.0,"strigi1"
"frgdov1","Shy Ground Dove",2184.0,"columb2"
"friarb1","friarbird sp.",18215.0,"meliph3"
"fricoq1","Frilled Coquette",4442.0,"trochi1"
"frifan1","Friendly Fantail",20365.0,"rhipid1"
"frigat","frigatebird sp.",7330.0,"fregat1"
"frilar1","Friedmann's Lark",22484.0,"alaudi1"
"frimon1","Frilled Monarch",20934.0,"monarc2"
"frnmon1","Frill-necked Monarch",20941.0,"monarc2"
"frogmo1","frogmouth sp.",3803.0,"podarg1"
"frsgro1","Spruce Grouse (Franklin's)",1413.0,"phasia1"
"frthaw1","Red-tailed Hawk (fuertesi)",8515.0,"accipi1"
"fruitd1","fruit-dove sp.",2744.0,"columb2"
"fruith1","Fruit-hunter",28243.0,"turdid1"
"ftpswi1","Fork-tailed Palm Swift",4194.0,"apodid1"
"ftspet","Fork-tailed Storm-Petrel",7049.0,"hydrob1"
"fubfla1","Fulvous-breasted Flatbill",16473.0,"tyrann2"
"fubwoo2","Fulvous-breasted Woodpecker",11323.0,"picida1"
"fucjuf1","Fulvous-chested Jungle Flycatcher",29182.0,"muscic3"
"fucnun1","Fulvous-chinned Nunlet",10443.0,"buccon2"
"fuctan1","Fulvous-crested Tanager",34769.0,"thraup2"
"fudtre1","Fulvous-dotted Treerunner",15303.0,"furnar2"
"fuebou1","Fülleborn's Boubou",20145.0,"malaco2"
"fuebou2","Fülleborn's Boubou (Usambara)",20146.0,"malaco2"
"fuebou3","Fülleborn's Boubou (Fülleborn's)",20147.0,"malaco2"
"fuelon2","Fülleborn's Longclaw",31936.0,"motaci1"
"fuesni1","Fuegian Snipe",6085.0,"scolop2"
"fuhtan1","Fulvous-headed Tanager",34701.0,"thraup2"
"fujnil1","Fujian Niltava",29059.0,"muscic3"
"fulant1","Fulvous Antshrike",13462.0,"thamno3"
"fulcha1","Fulvous Chatterer",26640.0,"leioth1"
"fulowl1","Fulvous Owl",9226.0,"strigi1"
"fulpar1","Fulvous Parrotbill",25464.0,"parado1"
"fulpri1","Fulmar Prion",7172.0,"procel3"
"fulvet1","Schoeniparus sp.",26203.0,"pellor2"
"fulvet2","fulvetta sp. (genus Fulvetta)",25430.0,"parado1"
"fulwre1","Fulvous Wren",27580.0,"troglo1"
"furfly1","Furtive Flycatcher",29575.0,"muscic3"
"furnar1","furnariid sp.",15686.0,"furnar2"
"fusfly1","Fuscous Flycatcher",16940.0,"tyrann2"
"fusfly2","Fuscous Flycatcher (Fuscous)",16942.0,"tyrann2"
"fusfly3","Fuscous Flycatcher (Campina)",16941.0,"tyrann2"
"fushon1","Fuscous Honeyeater",17892.0,"meliph3"
"fustan1","Fulvous Shrike-Tanager",34780.0,"thraup2"
"fuveup1","Fulvous-vented Euphonia",32045.0,"fringi1"
"fuwduc","Fulvous Whistling-Duck",249.0,"anatid1"
"gabaka1","Gabela Akalat",29335.0,"muscic3"
"gabbou1","Gabon Boubou",20117.0,"malaco2"
"gabbou2","Gabon Boubou (Gabon)",20118.0,"malaco2"
"gabbou3","Gabon Boubou (Okavango)",20121.0,"malaco2"
"gabbus1","Gabela Bushshrike",20108.0,"malaco2"
"gabcou1","Gabon Coucal",3095.0,"cuculi1"
"gabfru1","Green-and-black Fruiteater",15849.0,"coting1"
"gabfru3","Green-and-black Fruiteater (Sira)",15855.0,"coting1"
"gabfru4","Green-and-black Fruiteater (Green-and-black)",15850.0,"coting1"
"gabgos2","Gabar Goshawk",8098.0,"accipi1"
"gabwoo1","Gabon Woodpecker",11281.0,"picida1"
"gabwoo2","Gray-and-buff Woodpecker (Gray-and-buff)",11120.0,"picida1"
"gabwoo3","Gray-and-buff Woodpecker",11119.0,"picida1"
"gabwoo4","Gray-and-buff Woodpecker (Red-crested)",11121.0,"picida1"
"gadwal","Gadwall",505.0,"anatid1"
"gadwal1","Gadwall (Common)",506.0,"anatid1"
"gadwal2","Gadwall (Coues's)",507.0,"anatid1"
"gagcoc1","Gang-gang Cockatoo",12175.0,"cacatu2"
"gagtan1","Gray-and-gold Tanager",34993.0,"thraup2"
"gagtan2","Green-and-gold Tanager",35111.0,"thraup2"
"gagwar2","Gray-and-gold Warbler",34331.0,"paruli1"
"galah","Galah",12176.0,"cacatu2"
"galbul1","Galbula sp.",10521.0,"galbul2"
"galdov1","Galapagos Dove",2397.0,"columb2"
"galeri1","Galerida sp.",22709.0,"alaudi1"
"galfin1","galapagos finch sp.",35779.0,"thraup2"
"galfly1","Galapagos Flycatcher",17345.0,"tyrann2"
"galhaw1","Galapagos Hawk",8505.0,"accipi1"
"galmar1","Galapagos Martin",24101.0,"hirund2"
"galmoc1","Galapagos Mockingbird",28085.0,"mimida2"
"galpen1","Galapagos Penguin",6958.0,"spheni1"
"galpet","Galapagos Petrel",7137.0,"procel3"
"galrai1","Galapagos Rail",5650.0,"rallid1"
"galshe1","Galapagos Shearwater (Dark-winged)",7218.0,"procel3"
"galshe2","Galapagos Shearwater (Light-winged)",7219.0,"procel3"
"gamfly1","Gambaga Flycatcher",28829.0,"muscic3"
"gamqua","Gambel's Quail",1105.0,"odonto1"
"ganlew1","Gansu Leaf Warbler",24812.0,"phyllo4"
"gareme1","Garden Emerald",4913.0,"trochi1"
"gargan","Garganey",479.0,"anatid1"
"garkin1","Green-and-rufous Kingfisher",10322.0,"alcedi1"
"garpit1","Garnet Pitta",13343.0,"pittid1"
"garrob1","Garnet Robin",21727.0,"petroi2"
"garrul1","Garrulax sp.",26752.0,"leioth1"
"gartro1","Gartered Violaceous Trogon",9543.0,"trogon1"
"garwar1","Garden Warbler",25273.0,"sylvii1"
"gathum1","Garnet-throated Hummingbird",4767.0,"trochi1"
"gavica1","Gavicalis sp.",17882.0,"meliph3"
"gaweye1","Ranongga White-eye",25855.0,"zoster2"
"gawhum1","Green-and-white Hummingbird",5187.0,"trochi1"
"gawtyr2","Gray-and-white Tyrannulet",16826.0,"tyrann2"
"gbbgul","Great Black-backed Gull",6562.0,"larida1"
"gbesta1","Greater Blue-eared Starling",27978.0,"sturni1"
"gbhgul2","Pallas's Gull",6498.0,"larida1"
"gbmgem1","Green-breasted Mountain-gem",4744.0,"trochi1"
"gbmtan1","Golden-backed Mountain Tanager",34870.0,"thraup2"
"gbopar1","Goldie's Bird-of-Paradise",20649.0,"paradi7"
"gbopar2","Greater Bird-of-Paradise",20661.0,"paradi7"
"gbsfin1","Great-billed Seed-Finch",35551.0,"thraup2"
"gbwwre1","Gray-breasted Wood-Wren",27612.0,"troglo1"
"gcbwar1","Grande Comore Brush-Warbler",23623.0,"acroce2"
"gchwar","Golden-cheeked Warbler",34217.0,"paruli1"
"gcoroc1","Guianan Cock-of-the-rock",15899.0,"coting1"
"gcptan1","Gray-crowned Palm-Tanager",33529.0,"phaeni1"
"gcrfin","Gray-crowned Rosy-Finch",32296.0,"fringi1"
"gcrwar","Golden-crowned Warbler",34250.0,"paruli1"
"gdcsun2","Greater Double-collared Sunbird",30376.0,"nectar1"
"gencaf1","Genovesa Cactus-Finch",35777.0,"thraup2"
"genpen1","Gentoo Penguin",6942.0,"spheni1"
"geokic1","Geokichla sp.",28422.0,"turdid1"
"geomal1","Geomalia",28206.0,"turdid1"
"geospi1","Geospiza sp.",35778.0,"thraup2"
"geotry1","quail-dove sp.",2387.0,"columb2"
"geppar1","Geelvink Pygmy-Parrot",12237.0,"psitta4"
"gepphe1","Germain's Peacock-Pheasant",1605.0,"phasia1"
"gerano1","Geranoaetus sp.",8461.0,"accipi1"
"gerswi1","White-nest Swiftlet (Germain's)",4060.0,"apodid1"
"gerygo1","gerygone sp.",18499.0,"acanth2"
"gfhpar1","Green-fronted Hanging-Parrot",12728.0,"psitta4"
"gfqdov","Gray-fronted Quail-Dove",2320.0,"columb2"
"ghacus1","Ghana Cuckooshrike",18768.0,"campep2"
"giaant1","Giant Antpitta",14193.0,"gralla2"
"giaant2","Giant Antshrike",13451.0,"thamno3"
"giaant7","Giant Antpitta (Western)",14194.0,"gralla2"
"giaant9","Giant Antpitta (Eastern)",14195.0,"gralla2"
"giabab1","Giant Babax",26821.0,"leioth1"
"giacon1","Giant Conebill",35248.0,"thraup2"
"giacoo1","Giant Coot",5485.0,"rallid1"
"giacou1","Giant Coua",3072.0,"cuculi1"
"giacow","Giant Cowbird",33840.0,"icteri1"
"giahum1","Giant Hummingbird",4718.0,"trochi1"
"giahum2","Giant Hummingbird (Northern)",4719.0,"trochi1"
"giahum3","Giant Hummingbird (Southern)",4720.0,"trochi1"
"giaibi1","Giant Ibis",7505.0,"thresk1"
"giakin1","Giant Kingbird",17488.0,"tyrann2"
"giakin3","Giant Kingfisher",10293.0,"alcedi1"
"gialau1","Giant Laughingthrush",26773.0,"leioth1"
"gianut1","Giant Nuthatch",26886.0,"sittid1"
"giapit1","Giant Pitta",13362.0,"pittid1"
"giasni1","Giant Snipe",6106.0,"scolop2"
"giawea1","Giant Weaver",30854.0,"plocei1"
"giawre1","Giant Wren",27398.0,"troglo1"
"gietan1","Gilt-edged Tanager",35083.0,"thraup2"
"gilbar1","Gilded Barbet",10800.0,"capito2"
"gilfli","Gilded Flicker",11914.0,"picida1"
"gilhum1","Gilded Hummingbird",5183.0,"trochi1"
"gillar1","Gillett's Lark",22446.0,"alaudi1"
"gilwhi1","Gilbert's Whistler",19381.0,"pachyc2"
"gilwoo","Gila Woodpecker",11176.0,"picida1"
"giweye1","Giant White-eye",25570.0,"zoster2"
"giwrai1","Giant Wood-Rail",5436.0,"rallid1"
"glagul","Glaucous Gull",6566.0,"larida1"
"glamac1","Glaucous Macaw",13088.0,"psitta3"
"glatan1","Glaucous Tanager",34953.0,"thraup2"
"glauci1","Glaucidium sp.",9088.0,"strigi1"
"glbbec1","Glossy-backed Becard",16072.0,"tityri1"
"glbcoc1","Glossy Black-Cockatoo",12163.0,"cacatu2"
"glbeme1","Glittering-bellied Emerald",4900.0,"trochi1"
"glbgro1","Glaucous-blue Grosbeak",34579.0,"cardin1"
"glbthr1","Glossy-black Thrush",28661.0,"turdid1"
"glgtan1","Glistening-green Tanager",34926.0,"thraup2"
"glmman2","Glossy-mantled Manucode",20570.0,"paradi7"
"gloant1","Glossy Antshrike",13483.0,"thamno3"
"gloflo1","Glossy Flowerpiercer",35274.0,"thraup2"
"gloibi","Glossy Ibis",7467.0,"thresk1"
"glopuf2","Glowing Puffleg",4581.0,"trochi1"
"glossy1","Lamprotornis sp.",27992.0,"sturni1"
"gloswi1","Glossy Swiftlet",3958.0,"apodid1"
"glteme1","Glittering-throated Emerald",5168.0,"trochi1"
"glthum1","Glow-throated Hummingbird",4857.0,"trochi1"
"glwgul","Glaucous-winged Gull",6596.0,"larida1"
"gmrtai1","Golden-mantled Racquet-tail",12287.0,"psitta4"
"gnatca1","gnatcatcher sp.",27148.0,"poliop1"
"gnbbec1","Green-backed Becard (Green-backed)",16028.0,"tityri1"
"gnbbec2","Green-backed Becard (Yellow-cheeked)",16024.0,"tityri1"
"gnbbec3","Green-backed Becard (Green-cheeked)",16027.0,"tityri1"
"gnbcam1","Green-backed Camaroptera (Green-backed)",23030.0,"cistic2"
"gnbcam2","Green-backed Camaroptera (Gray-backed)",23018.0,"cistic2"
"gnbcam3","Hartert's Camaroptera",23036.0,"cistic2"
"gnbger1","Green-backed Gerygone",18432.0,"acanth2"
"gnbhel1","Green-bearded Helmetcrest",4536.0,"trochi1"
"gnbhum2","Copper-tailed Hummingbird",5086.0,"trochi1"
"gnbkin1","Green-backed Kingfisher (Blue-headed)",10245.0,"alcedi1"
"gnbkin2","Green-backed Kingfisher (Black-headed)",10246.0,"alcedi1"
"gnbman","Green-breasted Mango",4388.0,"trochi1"
"gnbman2","Black-throated Mango (Ecuadorian)",4386.0,"trochi1"
"gnbtai1","Green-backed Tailorbird",23192.0,"cistic2"
"gnbtro1","Green-backed Trogon",9541.0,"trogon1"
"gnbtwi1","Green-backed Twinspot (Orange-breasted)",31227.0,"estril1"
"gnbtwi2","Green-backed Twinspot (Green-breasted)",31230.0,"estril1"
"gnbwhe1","Green-backed White-eye",25881.0,"zoster2"
"gnbwoo1","Green-backed Woodpecker (Plain-backed)",11717.0,"picida1"
"gnbwoo2","Green-backed Woodpecker (Spot-backed)",11718.0,"picida1"
"gnbwoo3","Green-barred Woodpecker (Green-barred)",11893.0,"picida1"
"gnbwoo4","Green-barred Woodpecker (Golden-breasted)",11896.0,"picida1"
"gncpar","Green-cheeked Parakeet",13023.0,"psitta3"
"gncwoo1","Crowned Woodnymph (Green-crowned)",4985.0,"trochi1"
"gncwoo2","Crowned Woodnymph (Emerald-bellied)",4989.0,"trochi1"
"gnfhum1","Green-fronted Hummingbird (Green-fronted)",5049.0,"trochi1"
"gnfhum2","Green-fronted Hummingbird (Cinnamon-sided)",5050.0,"trochi1"
"gnfhum3","Green-fronted Hummingbird (villadai)",5051.0,"trochi1"
"gnhori1","Green-headed Oriole (Green-headed)",19665.0,"orioli1"
"gnhori2","Green-headed Oriole (Gorongosa)",19668.0,"orioli1"
"gnhsun1","Green-headed Sunbird",30215.0,"nectar1"
"gnhsun2","Green-headed Sunbird (Blue-headed)",30219.0,"nectar1"
"gnhsun3","Green-headed Sunbird (Green-headed)",30216.0,"nectar1"
"gnlthr","Greater Necklaced Laughingthrush",26806.0,"leioth1"
"gnspig1","Sumatran Green-Pigeon",2566.0,"columb2"
"gntbri1","Green-tailed Bristlebill",24321.0,"pycnon4"
"gnteup1","Green-throated Euphonia",32025.0,"fringi1"
"gntsun1","Green-throated Sunbird",30259.0,"nectar1"
"gntsun2","Green-tailed Sunbird (Doi Inthanon)",30538.0,"nectar1"
"gntsun3","Green-tailed Sunbird (Green-tailed)",30529.0,"nectar1"
"gnttan1","Green-throated Tanager",35000.0,"thraup2"
"gnttow","Green-tailed Towhee",33385.0,"passer3"
"gnwrai1","Russet-naped/Gray-cowled Wood-Rail",5444.0,"rallid1"
"gnwtea","Green-winged Teal",612.0,"anatid1"
"gnwtea1","Green-winged Teal (Eurasian x American)",615.0,"anatid1"
"gobbis1","Golden-backed Bishop",30956.0,"plocei1"
"gobbun1","Golden-breasted Bunting",32756.0,"emberi2"
"gobchl1","Golden-browed Chlorophonia",31999.0,"fringi1"
"gobcht1","Golden-browed Chat-Tyrant",17178.0,"tyrann2"
"gobeup1","Golden-bellied Euphonia",32019.0,"fringi1"
"gobfly1","Golden-bellied Flycatcher",17423.0,"tyrann2"
"gobfly2","Golden-bellied Flyrobin",21788.0,"petroi2"
"gobfru1","Golden-breasted Fruiteater",15862.0,"coting1"
"gobful1","Golden-breasted Fulvetta",25384.0,"parado1"
"gobger1","Golden-bellied Gerygone",18470.0,"acanth2"
"gobgro1","Golden Grosbeak",34546.0,"cardin1"
"gobmag1","Yellow-billed Blue-Magpie",21403.0,"corvid1"
"gobpuf1","Golden-breasted Puffleg",4597.0,"trochi1"
"gobrob1","Golden Bush-Robin",29492.0,"muscic3"
"gobsal1","Golden-billed Saltator",35838.0,"thraup2"
"gobsta1","Golden-bellied Starfrontlet",4652.0,"trochi1"
"gobsta2","Perija Starfrontlet",4651.0,"trochi1"
"gobsta4","Merida Starfrontlet",4653.0,"trochi1"
"gobsta5","Golden-breasted Starling",27964.0,"sturni1"
"gobwar1","Golden-browed Warbler",34244.0,"paruli1"
"gobwar3","Cuzco Warbler",34325.0,"paruli1"
"gobwar4","Choco Warbler",34324.0,"paruli1"
"gobwea1","Golden-backed Weaver",30863.0,"plocei1"
"gobwhi1","Golden-backed Whistler",19500.0,"pachyc2"
"gocbab1","Golden-crowned Babbler",25555.0,"zoster2"
"goceme1","Golden-crowned Emerald",4881.0,"trochi1"
"gocfly1","Golden-crowned Flycatcher",17427.0,"tyrann2"
"gochon2","Golden-collared Honeycreeper",35196.0,"thraup2"
"gockin","Golden-crowned Kinglet",26848.0,"reguli1"
"gocman1","Golden-collared Manakin",15766.0,"piprid1"
"gocman2","Golden-crowned Manakin",15748.0,"piprid1"
"gocmyn1","Golden-crested Myna",27798.0,"sturni1"
"gocpar2","Golden-capped Parakeet",13132.0,"psitta3"
"gocspa","Golden-crowned Sparrow",33196.0,"passer3"
"gocspa1","Golden-crowned Spadebill",16182.0,"tyrann2"
"goctan1","Golden-chested Tanager",34834.0,"thraup2"
"goctan2","Golden-chevroned Tanager",34955.0,"thraup2"
"goctan3","Golden-collared Tanager",34909.0,"thraup2"
"goctan4","Golden-crowned Tanager",34912.0,"thraup2"
"goctou1","Golden-collared Toucanet",10916.0,"rampha1"
"goctou2","Golden-collared Toucanet (Red-billed)",10917.0,"rampha1"
"goctou3","Golden-collared Toucanet (Green-billed)",10918.0,"rampha1"
"gocwar1","Golden-crowned Warbler (Stripe-crowned)",34251.0,"paruli1"
"gocwar2","Golden-crowned Warbler (Golden-crowned)",34261.0,"paruli1"
"gocwar3","Golden-crowned Warbler (Cabanis's)",34256.0,"paruli1"
"gocwoo1","Golden-cheeked Woodpecker",11163.0,"picida1"
"gocwoo2","Golden-collared Woodpecker",11473.0,"picida1"
